,Time,User,Message,Sentiment
0,0.0,daea742dc7d011974bb170b69a02fc79b9d8defc,eat it so you stop having to ignor pass ,0.3097381591796875
1,2.0,c43e0da0614b7622b09e63baa393b63ed444cfb3,lirikobese ,0.09829007089138031
2,3.0,5d726f8caa78690613a221528fabc556ab132c45,eating time widepeepohappy ,0.16757512092590332
3,5.0,3560a1c181f2c4ab86ce143858abc38e2547fffc,lirikobese ,0.09829007089138031
4,7.0,ba41951457e09367b95ceb9345d732b425632f8d,dacfat dacfat dacfat ,0.03067180886864662
5,9.0,8df914d292eb35e53c5eeb1b405271004196f9f9,eat that pie ,0.13592222332954407
6,9.0,ca7cd752e65355561518755593384465bb0fc391,opieop ,0.07832847535610199
7,9.0,3641eaaae5ad5893e17daceaa9ff27e1d94b73ec,no you can eat food in response to fatal dmg no need to rush it ,0.43472200632095337
8,9.0,45f0842e6f4f3b05d54a2feff0a0b8137b78018e,widepeepoblanket ,0.022366231307387352
9,11.0,4ef630f82d4eac14029b659e926fea4b0da69d0c,how many wins so far ,0.014826979488134384
10,11.0,3113c34e84a4940ff219df9054c6bb469ea7fed9,lirikobese nice ,0.00456562964245677
11,12.0,c68a231cd3aa89fa66b587f28c383a4252b2df4b,lirikfeast ,0.013709350489079952
12,13.0,38d341c3f834ab319c9ecac7ddd75d04960c3d75,lirikobese ,0.09829007089138031
13,14.0,52695f997ad57155654ad6483bee082e2492f9d8,lirikobese ,0.09829007089138031
14,14.0,9ee0db96cb777c77ef97118f3d35f4085ad7ab36,why though ,0.3389051854610443
15,15.0,741c939db31af896e4e8c539fa4294cdd66a466d,opieop clap ,0.39833980798721313
16,16.0,b50a9e0622340da0287a94cb31ee40f4ecf50099,lirikobese lirikobese lirikobese ,0.010419025085866451
17,19.0,dec84feea9352077c8e4beee848897a656c1073e,if you dont share with us i'm going to eat chat ,0.1846056878566742
18,20.0,decbc9dcf1eba449e5d5a877ec9d6d2b261be6a2,follow lirik on twitter: https://www twitter com/lirik ,0.00011062740668421611
19,24.0,1e4a0a6d184a5c488f91c15d0c1200a73c994a2a,i believe my dahoood ,0.06729690730571747
20,29.0,467ba8a103f0e54e132e4429f6d427b4c2af8dc2,notlikethis the pie was ppl ,0.6321911811828613
21,32.0,d6fbc61f2e893b535b6c0f54457e4b6794756463,eat that cakefatty ,0.4089140295982361
22,32.0,ed857684abfce487101af414ae1555e33aee8bc4,lastadolkg cirlewd liriklewd w-what ,0.0037621117662638426
23,34.0,3958b135164a5b8d2fafa0fc07397fd89d8015d5,mtg lirikayaya rooayaya mehdiayaya ,0.00908017810434103
24,35.0,46923088e0ee93bd60e056585b8e017dd2e7ce34,heart of the cards f7ff130feccf68b371e7a44df595cfaae5aec059 ,0.003683339338749647
