,Time,User,Message,Sentiment
0,0.0,8d5667b33f95cea30f327ac4239a214ce55c3f95,dying unlucky ,0.7655454277992249
1,3.0,0acb9da27e985643449743c9bf98b313442d00d3,n omegalul ,0.03015633299946785
2,7.0,19ffa43b706bca3409f422debed8dc8cb958ffce,lungs works or does not work rip ,0.38799312710762024
3,7.0,f06f887b47225c0c48d41974630f3186ba09905e,did your lung collapse ,0.5761545300483704
4,8.0,f06f887b47225c0c48d41974630f3186ba09905e,dude ,0.809267520904541
5,16.0,46cb004c46a1b444830207cad68f11e8219b0b2c,7167954f3b23ad40765ad34bd5ee87af5bf95f93 it's gon be a playstation 5 game pepega ,0.04032662510871887
6,23.0,e3f6139af517dc3e740d09dfce6ad90804eed35f,they cant cramp but they can feel very painful ,0.22986149787902832
7,24.0,f06f887b47225c0c48d41974630f3186ba09905e,you know your lung can be punctured right ,0.0695052444934845
8,27.0,81c809ac56983f24eac9dbd139f01f9a507d6d86,it might be bronchospasm ,0.15670253336429596
9,30.0,557d8438cf3eb6bb2fa6643fe3d40174a2e62010,kragiee on ir due to lung cramps ,0.21033167839050293
10,34.0,cbef765a42c770496f631db9f8dab3d45d495b97,lung cramps are just your diaphragm cramping lung camps exist ,0.2607199251651764
11,39.0,7167954f3b23ad40765ad34bd5ee87af5bf95f93,46cb004c46a1b444830207cad68f11e8219b0b2c gears of war not god of war buddy ,0.18690767884254456
12,42.0,17e9eaf814088f8cbb0f90903c4ac8353faf0dc1,is sombra useless 80ceb1a2d6fee519ceeee745d69503b64d041b21 ,0.6501739621162415
13,42.0,9cd68ba8a829d131f7ad10e7b012a33476180fc6,kragie is weast pog ,0.49303141236305237
14,43.0,5c1aad8be8a2af8e87b1e5a051a049217913e39b,water ,0.07934839278459549
15,43.0,fe6aa602b0f20d4d7fb6919a1f28311b46ce9229,yes they do ,0.0261212270706892
16,43.0,56180151502c2b2dc9ca7dff2f54c8924a60db6e,im loving all these doctors in kragie's chat :) ,0.0006407870096154511
17,47.0,682937f13a82b19b58b840384692d5b0c8fc9ac3,is that a thanos reference pogu ,0.13198992609977722
18,54.0,fe6aa602b0f20d4d7fb6919a1f28311b46ce9229,pneumothorax ,0.007964003831148148
19,57.0,557d8438cf3eb6bb2fa6643fe3d40174a2e62010,a real medical discussion ,0.05696127191185951
