,Time,User,Message,Sentiment
0,0.0,a5c97ed1e8a7d941cd9ac93368056f8c4cfd9acf,crate ,0.20787233114242554
1,13.0,45db5404eef29d9de2c181e56225b564ee62f1b3,yea hopefully it isnt overseas cuz thats alot ,0.39156776666641235
2,23.0,5aae392876e53d222bd7f3b18db1b60cd4f2d844,i think i like one of the wheels that's it ,0.0067139421589672565
3,43.0,5aae392876e53d222bd7f3b18db1b60cd4f2d844,crate farmer confirmed kappa ,0.012537088245153427
4,55.0,0e539e9b5ca883b2cfe53d9c37b4f5f5e6b18508,isn't that porter robinson in the bg ,0.21925464272499084
5,83.0,307079cffc719f1c5784ee20972ba8f2c810aa3a,5aae392876e53d222bd7f3b18db1b60cd4f2d844 lmao ,0.0036630432587116957
6,110.0,13e45dab32a2ab8f672ee88aa58e58438f8d3cf0,like are the crates in your inventory gonna get wiped or they just gonna leave those ,0.7999978065490723
7,126.0,0e539e9b5ca883b2cfe53d9c37b4f5f5e6b18508,they gonna get turned into blueprints ,0.3162378966808319
8,126.0,a6033086d3d06e6f3a5c0fe70be8aa2d8898f17d,13e45dab32a2ab8f672ee88aa58e58438f8d3cf0 they're supposedly getting turned into blueprints ,0.28313297033309937
9,131.0,45db5404eef29d9de2c181e56225b564ee62f1b3,bang ,0.1511632651090622
10,134.0,0e539e9b5ca883b2cfe53d9c37b4f5f5e6b18508,and keys turn to credits ,0.01663973368704319
11,154.0,a5c97ed1e8a7d941cd9ac93368056f8c4cfd9acf,bigphish ,0.013765154406428337
12,157.0,13e45dab32a2ab8f672ee88aa58e58438f8d3cf0,ok what are blueprints sorry i used to no life rl and it's just all weird to me now ,0.6961082220077515
13,159.0,23aae4a3e80493ddd027c262917d217eb2c7d167,the wheels all probably have special edition variants as well ,0.0517282672226429
14,162.0,f39867c278b796b1cdfabdf034b1bbf23743a8ee,wow ,0.049255210906267166
15,176.0,f39867c278b796b1cdfabdf034b1bbf23743a8ee,lul ,0.003232704009860754
16,192.0,f39867c278b796b1cdfabdf034b1bbf23743a8ee,your good ,0.020545121282339096
17,193.0,5aae392876e53d222bd7f3b18db1b60cd4f2d844,no booli ,0.3328563868999481
18,196.0,45db5404eef29d9de2c181e56225b564ee62f1b3,lul the bumps ,0.5136033296585083
19,212.0,307079cffc719f1c5784ee20972ba8f2c810aa3a,at school we're doing a poster with inspirational people lol i threw down kro's name of course ,0.06537870317697525
20,215.0,13e45dab32a2ab8f672ee88aa58e58438f8d3cf0,is there a video online i could watch to learn about this ,0.029343724250793457
21,215.0,842fc76c40ab44d7ba3d046cd55234261773b50f,caught any of the oce scene kro ,0.10948878526687622
22,218.0,5e7f7a98d214b5e3ba0531c3d54291bc016b25c6,hi kro ,0.016991889104247093
23,221.0,f39867c278b796b1cdfabdf034b1bbf23743a8ee,lul lul goalllll ,0.00696515804156661
24,221.0,45484b0b84b02c35c28e0ac725ca5ceeecacd5ff,e78b7d9261573cbd06c9d144c556cd77d11371fe are players allowed to use controllers with paddles at lans like a scuff ,0.016035281121730804
25,223.0,7d68c3753eb17afea67e1b335cb6badf3e6fcef6,nailed it ,0.001565296552143991
26,229.0,7d68c3753eb17afea67e1b335cb6badf3e6fcef6,d3viniooof ,0.0164886936545372
27,245.0,842fc76c40ab44d7ba3d046cd55234261773b50f,chiefs and renegades ,0.19280222058296204
28,246.0,5e7f7a98d214b5e3ba0531c3d54291bc016b25c6,what about oce ,0.1866062879562378
29,250.0,b67e913cafbed9b3016c54a4c1d2228767e63eab,842fc76c40ab44d7ba3d046cd55234261773b50f hey man ,0.00449924822896719
30,268.0,b67e913cafbed9b3016c54a4c1d2228767e63eab,cjcj ,0.004588617477566004
31,270.0,b67e913cafbed9b3016c54a4c1d2228767e63eab,express ,0.033970318734645844
32,272.0,b67e913cafbed9b3016c54a4c1d2228767e63eab,drip ,0.35449913144111633
